3.00050014,0.9606006
3.00100014,0.9424726
3.00150014,0.9424726
3.00200014,0.9424726
3.00250014,0.9424726
3.00300014,0.9424726
3.00350014,0.9424726
3.00400014,0.9244056
3.00450014,0.8882107
3.00500014,0.8882107
3.00550014,0.8882107
3.00600014,0.8882107
3.00650014,0.8701438
3.00700014,0.8882107
3.00750014,0.8882107
3.00800014,0.9063387
3.00850014,0.9244056
3.00900014,0.9244056
3.00950014,0.9424726
3.01000014,0.9606006
3.01050014,0.9606006
3.01100014,0.9786676
3.01150014,0.9606006
3.01200014,0.9786676
3.01250014,0.9606006
3.01300014,0.9606006
3.01350014,0.9606006
3.01400014,0.9424726
3.01450014,0.9424726
3.01500014,0.9244056
3.01550014,0.9244056
3.01600014,0.9063387
3.01650014,0.8882107
3.01700014,0.8882107
3.01750014,0.8882107
3.01800014,0.8882107
3.01850014,0.8882107
3.01900014,0.8882107
3.01950014,0.9063387
3.02000014,0.9244056
3.02050014,0.9244056
3.02100014,0.9244056
3.02150014,0.9424726
3.02200014,0.9424726
3.02250014,0.9424726
3.02300014,0.9424726
3.02350014,0.9424726
3.02400014,0.9424726
3.02450014,0.9244056
3.02500014,0.9244056
3.02550014,0.9244056
3.02600014,0.9244056
3.02650014,0.9244056
3.02700014,0.9244056
3.02750014,0.9063387
3.02800014,0.9063387
3.02850014,0.8882107
3.02900014,0.8882107
3.02950014,0.8882107
3.03000014,0.9063387
3.03050014,0.8882107
3.03100014,0.8701438
3.03150014,0.8701438
3.03200014,0.8701438
3.03250014,0.8520768
3.03300014,0.8520768
3.03350014,0.8520768
3.03400014,0.8701438
3.03450014,0.8701438
3.03500014,0.8520768
3.03550014,0.8520768
3.03600014,0.8520768
3.03650014,0.8520768
3.03700014,0.8520768
3.03750014,0.8520768
3.03800014,0.8701438
3.03850014,0.8701438
3.03900014,0.8882107
3.03950014,0.8882107
3.04000014,0.9063387
3.04050014,0.9063387
3.04100014,0.8882107
3.04150014,0.8882107
3.04200014,0.9063387
3.04250014,0.8882107
3.04300014,0.8882107
3.04350014,0.8701438
3.04400014,0.8520768
3.04450014,0.8520768
3.04500014,0.8339488
3.04550014,0.8339488
3.04600014,0.8158818
3.04650014,0.8158818
3.04700014,0.8158818
3.04750014,0.8158818
3.04800014,0.8339488
3.04850014,0.8339488
3.04900014,0.8520768
3.04950014,0.8520768
3.05000014,0.8520768
3.05050014,0.8701438
3.05100014,0.8882107
3.05150014,0.8882107
3.05200014,0.8882107
3.05250014,0.9063387
3.05300015,0.8882107
3.05350015,0.8882107
3.05400015,0.8882107
3.05450015,0.8882107
3.05500015,0.8701438
3.05550015,0.8701438
3.05600015,0.8701438
3.05650015,0.8701438
3.05700015,0.8701438
3.05750015,0.8520768
3.05800015,0.8520768
3.05850015,0.8520768
3.05900015,0.8520768
3.05950015,0.8339488
3.06000015,0.8158818
3.06050015,0.8339488
3.06100015,0.8520768
3.06150015,0.8339488
3.06200015,0.8520768
3.06250015,0.8339488
3.06300015,0.8520768
3.06350015,0.8520768
3.06400015,0.8520768
3.06450015,0.8520768
3.06500015,0.8520768
3.06550015,0.8520768
3.06600015,0.8520768
3.06650015,0.8701438
3.06700015,0.8701438
3.06750015,0.8701438
3.06800015,0.8701438
3.06850015,0.8701438
3.06900015,0.8701438
3.06950015,0.8701438
3.07000015,0.8701438
3.07050015,0.8701438
3.07100015,0.8882107
3.07150015,0.8701438
3.07200015,0.8882107
3.07250015,0.8701438
3.07300015,0.8701438
3.07350015,0.8520768
3.07400015,0.8158818
3.07450015,0.8158818
3.07500015,0.8158818
3.07550015,0.7978148
3.07600015,0.7978148
3.07650015,0.7978148
3.07700015,0.7978148
3.07750015,0.8158818
3.07800015,0.7978148
3.07850015,0.7978148
3.07900015,0.8158818
3.07950015,0.8339488
3.08000015,0.8701438
3.08050015,0.8882107
3.08100015,0.9063387
3.08150015,0.9244056
3.08200015,0.9063387
3.08250015,0.9063387
3.08300015,0.8882107
3.08350015,0.8701438
3.08400015,0.8339488
3.08450015,0.8158818
3.08500015,0.8158818
3.08550015,0.7978148
3.08600015,0.7978148
3.08650015,0.7978148
3.08700015,0.7796869
3.08750015,0.7616199
3.08800015,0.7616199
3.08850015,0.7616199
3.08900015,0.7796869
3.08950015,0.7978148
3.09000015,0.7978148
3.09050015,0.7796869
3.09100015,0.7796869
3.09150015,0.7796869
3.09200015,0.7616199
3.09250015,0.7616199
3.09300015,0.7616199
3.09350015,0.7616199
3.09400015,0.7796869
3.09450015,0.7978148
3.09500015,0.7978148
3.09550015,0.8158818
3.09600015,0.8158818
3.09650015,0.8158818
3.09700015,0.8339488
3.09750015,0.8520768
3.09800015,0.8339488
3.09850015,0.8158818
3.09900015,0.8158818
3.09950015,0.8158818
3.10000015,0.7978148
3.10050015,0.7978148
3.10100015,0.7978148
3.10150015,0.7796869
3.10200015,0.7616199
3.10250015,0.743553
3.10300015,0.743553
3.10350015,0.743553
3.10400015,0.743553
3.10450015,0.743553
3.10500015,0.743553
3.10550015,0.743553
3.10600015,0.743553
3.10650015,0.743553
3.10700015,0.743553
3.10750015,0.743553
3.10800015,0.743553
3.10850015,0.7796869
3.10900015,0.7796869
3.10950015,0.7978148
3.11000015,0.7978148
3.11050015,0.8158818
3.11100015,0.8158818
3.11150015,0.8520768
3.11200015,0.8339488
3.11250015,0.8520768
3.11300015,0.8520768
3.11350015,0.8520768
3.11400015,0.8158818
3.11450015,0.7978148
3.11500015,0.7796869
3.11550015,0.7616199
3.11600015,0.7254249
3.11650015,0.7254249
3.11700015,0.707358
3.11750015,0.707358
3.11800015,0.707358
3.11850015,0.707358
3.11900015,0.7254249
3.11950015,0.7254249
3.12000015,0.743553
3.12050015,0.7616199
3.12100015,0.7796869
3.12150015,0.7978148
3.12200015,0.7978148
3.12250015,0.7978148
3.12300015,0.7978148
3.12350015,0.8158818
3.12400015,0.7978148
3.12450015,0.7978148
3.12500015,0.7796869
3.12550015,0.7796869
3.12600015,0.7796869
3.12650015,0.7796869
3.12700015,0.7796869
3.12750015,0.7796869
3.12800015,0.7978148
3.12850015,0.7796869
3.12900015,0.7796869
3.12950015,0.7796869
3.13000015,0.7616199
3.13050015,0.743553
3.13100015,0.743553
3.13150015,0.743553
3.13200015,0.7254249
3.13250015,0.7254249
3.13300015,0.7254249
3.13350015,0.7254249
3.13400015,0.7254249
3.13450015,0.7254249
3.13500015,0.7254249
3.13550015,0.743553
3.13600015,0.743553
3.13650015,0.7616199
3.13700015,0.7796869
3.13750015,0.7796869
3.13800015,0.7796869
3.13850015,0.7796869
3.13900015,0.7616199
3.13950015,0.743553
3.14000015,0.743553
3.14050015,0.743553
3.14100015,0.7616199
3.14150015,0.743553
3.14200015,0.743553
3.14250015,0.743553
3.14300015,0.7254249
3.14350015,0.7254249
3.14400015,0.7254249
3.14450015,0.7254249
3.14500015,0.707358
3.14550015,0.707358
3.14600015,0.707358
