0, 0.578588, 0.018907
40, 0.663298, 0.022513
60, 0.638695, 0.021435
80, 0.602645, 0.019901
100, 0.464083, 0.014471
140, 0.472036, 0.014764
160, 0.584284, 0.019140
180, 0.616312, 0.020477
220, 0.710210, 0.024638
240, 0.686097, 0.023534
260, 0.598316, 0.019721
280, 0.521340, 0.016629
320, 0.497949, 0.015734
340, 0.587983, 0.019292
