0.0015,193.7162,0.2693259
0.002,189.2148,0.2693259
0.0025,198.233,0.2693259
0.003,198.233,0.2693259
0.0035,202.7344,0.2693259
0.004,211.7374,0.2693259
0.0045,220.7556,0.2693259
0.005,229.7586,0.2693259
0.0055,238.7616,0.2693259
0.006,252.2812,0.2693259
0.0065,261.2842,0.2246162
0.007,270.3024,0.2246162
0.0075,270.3024,0.2693259
0.008,270.3024,0.2693259
0.0085,270.3024,0.2693259
0.009,256.7827,0.2693259
0.0095,247.7798,0.2693259
0.01,229.7586,0.2246162
0.0105,216.2389,0.2693259
0.011,198.233,0.2693259
0.0115,180.2118,0.2693259
0.012,171.1936,0.2693259
0.0125,162.1906,0.2693259
0.013,157.6891,0.2693259
0.0135,148.6709,0.3140355
0.014,148.6709,0.3140355
0.0145,148.6709,0.3140355
0.015,157.6891,0.2693259
0.0155,162.1906,0.2693259
0.016,175.7103,0.2693259
0.0165,193.7162,0.2693259
0.017,211.7374,0.2693259
0.0175,225.2571,0.2693259
0.018,238.7616,0.2693259
0.0185,256.7827,0.2693259
0.019,265.8009,0.2246162
0.0195,270.3024,0.2693259
0.02,274.8039,0.2693259
0.0205,274.8039,0.2693259
0.021,265.8009,0.2693259
0.0215,265.8009,0.2693259
0.022,261.2842,0.2246162
0.0225,252.2812,0.2693259
0.023,247.7798,0.2246162
0.0235,238.7616,0.2693259
0.024,229.7586,0.2693259
0.0245,229.7586,0.2693259
0.025,229.7586,0.2693259
0.0255,229.7586,0.2693259
0.026,229.7586,0.2693259
0.0265,229.7586,0.2693259
0.027,225.2571,0.2693259
0.0275,220.7556,0.2693259
0.028,216.2389,0.2693259
0.0285,207.2359,0.2693259
0.029,198.233,0.2693259
0.0295,193.7162,0.2693259
0.03,180.2118,0.2693259
0.0305,175.7103,0.2693259
0.031,162.1906,0.2693259
0.0315,162.1906,0.2693259
0.032,162.1906,0.2693259
0.0325,162.1906,0.2693259
0.033,166.6921,0.2693259
0.0335,171.1936,0.2693259
0.034,180.2118,0.2693259
0.0345,198.233,0.2693259
0.035,211.7374,0.2693259
0.0355,220.7556,0.2693259
0.036,247.7798,0.2693259
0.0365,261.2842,0.2693259
0.037,274.8039,0.2693259
0.0375,283.8069,0.2693259
0.038,288.3236,0.2693259
0.0385,292.8251,0.2693259
0.039,283.8069,0.2693259
0.0395,279.3054,0.2693259
0.04,270.3024,0.2693259
0.0405,256.7827,0.2693259
0.041,247.7798,0.2246162
0.0415,229.7586,0.2693259
0.042,220.7556,0.2693259
0.0425,202.7344,0.2693259
0.043,198.233,0.2693259
0.0435,184.7133,0.2693259
0.044,184.7133,0.2693259
0.0445,184.7133,0.2693259
0.045,184.7133,0.2693259
0.0455,193.7162,0.2693259
0.046,198.233,0.2693259
0.0465,202.7344,0.2693259
0.047,202.7344,0.2693259
0.0475,207.2359,0.2693259
0.048,211.7374,0.2693259
0.0485,211.7374,0.2693259
0.049,211.7374,0.2693259
0.0495,207.2359,0.2693259
0.05,202.7344,0.2693259
