Time,Channel A
(s),(V)

0.08850000,1.88985900
0.08900000,2.06991800
0.08950000,2.02490300
0.09000000,2.02490300
0.09050000,1.84484400
0.09100000,1.79998200
0.09150000,1.88985900
0.09200000,1.97988800
0.09250000,1.93487300
0.09300000,1.84484400
0.09350000,1.88985900
0.09400000,1.97988800
0.09450000,2.11493300
0.09500000,2.06991800
0.09550000,1.93487300
0.09600000,1.97988800
0.09650000,2.11493300
0.09700000,2.15994700
0.09750000,2.15994700
0.09800000,1.97988800
0.09850000,2.02490300
0.09900000,2.11493300
0.09950000,2.11493300
0.10000000,2.06991800
0.10050000,1.88985900
0.10100000,1.84484400
0.10150000,2.02490300
0.10200000,2.02490300
0.10250000,1.97988800
0.10300000,1.79998200
0.10350000,1.79998200
0.10400000,2.02490300
0.10450000,1.93487300
0.10500000,1.97988800
0.10550001,1.84484400
0.10600001,1.84484400
0.10650001,2.11493300
0.10700001,2.11493300
0.10750001,2.15994700
0.10800001,2.02490300
0.10850001,2.11493300
0.10900001,2.20496200
0.10950001,2.20496200
0.11000001,2.15994700
0.11050001,2.02490300
0.11100001,2.20496200
0.11150001,2.29483900
0.11200001,2.15994700
0.11250001,2.11493300
0.11300001,2.11493300
0.11350001,2.24982500
0.11400001,2.24982500
0.11450001,2.20496200
0.11500001,2.06991800
0.11550001,2.11493300
0.11600001,2.29483900
0.11650001,2.29483900
0.11700001,2.24982500
0.11750001,2.11493300
0.11800001,2.24982500
0.11850001,2.33985400
0.11900001,2.24982500
0.11950001,2.20496200
0.12000001,2.02490300
0.12050001,2.20496200
0.12100001,2.29483900
0.12150001,2.20496200
0.12200001,2.20496200
0.12250001,2.02490300
0.12300001,2.33985400
0.12350001,2.29483900
0.12400001,2.20496200
0.12450001,2.11493300
0.12500001,2.15994700
0.12550001,2.33985400
0.12600001,2.33985400
0.12650001,2.20496200
0.12700001,2.15994700
0.12750001,2.29483900
0.12800001,2.33985400
0.12850001,2.29483900
0.12900001,2.20496200
0.12950001,2.11493300
0.13000001,2.33985400
0.13050001,2.29483900
0.13100001,2.20496200
0.13150001,2.15994700
0.13200001,2.11493300
0.13250001,2.29483900
0.13300001,2.29483900
0.13350001,2.20496200
0.13400001,2.15994700
0.13450001,2.15994700
0.13500001,2.29483900
0.13550001,2.29483900
0.13600001,2.24982500
0.13650001,2.11493300
0.13700001,2.24982500
0.13750001,2.33985400
0.13800001,2.29483900
0.13850001,2.29483900
0.13900001,2.11493300
0.13950001,2.29483900
0.14000001,2.33985400
0.14050001,2.29483900
0.14100001,2.11493300
0.14150001,2.06991800
0.14200001,2.29483900
0.14250001,2.29483900
0.14300001,2.20496200
0.14350001,2.11493300
0.14400001,2.11493300
0.14450001,2.33985400
0.14500001,2.29483900
0.14550001,2.24982500
0.14600001,2.11493300
0.14650001,2.24982500
0.14700001,2.33985400
0.14750001,2.29483900
0.14800001,2.24982500
0.14850001,2.06991800
0.14900001,2.33985400
0.14950001,2.33985400
0.15000001,2.24982500
0.15050001,2.06991800
0.15100001,2.11493300
0.15150001,2.29483900
0.15200001,2.20496200
0.15250001,2.20496200
0.15300001,2.11493300
0.15350001,2.11493300
0.15400001,2.29483900
0.15450001,2.29483900
0.15500001,2.20496200
0.15550001,2.11493300
0.15600001,2.20496200
0.15650001,2.33985400
0.15700001,2.29483900
0.15750001,2.24982500
0.15800001,2.11493300
0.15850001,2.29483900
0.15900001,2.38486900
0.15950001,2.29483900
0.16000001,2.20496200
0.16050001,2.11493300
0.16100001,2.29483900
0.16150001,2.29483900
0.16200001,2.20496200
0.16250001,2.06991800
0.16300001,2.06991800
0.16350001,2.29483900
0.16400001,2.24982500
0.16450001,2.24982500
0.16500001,2.02490300
0.16550001,2.29483900
0.16600001,2.33985400
0.16650001,2.29483900
0.16700001,2.24982500
0.16750001,2.11493300
0.16800001,2.24982500
0.16850001,2.33985400
0.16900001,2.29483900
0.16950001,2.20496200
0.17000001,2.15994700
0.17050001,2.24982500
0.17100001,2.29483900
0.17150001,2.29483900
0.17200001,2.15994700
0.17250001,2.24982500
0.17300001,2.29483900
0.17350001,2.24982500
0.17400001,2.20496200
0.17450001,2.06991800
0.17500001,2.20496200
0.17550001,2.33985400
0.17600001,2.29483900
0.17650001,2.15994700
0.17700001,2.11493300
0.17750001,2.29483900
0.17800001,2.33985400
0.17850001,2.29483900
0.17900001,2.20496200
0.17950001,2.15994700
0.18000001,2.20496200
0.18050001,2.33985400
0.18100001,2.29483900
0.18150001,2.11493300
0.18200001,2.15994700
0.18250001,2.29483900
0.18300001,2.24982500
0.18350001,2.24982500
0.18400001,2.06991800
0.18450001,2.29483900
0.18500001,2.33985400
0.18550001,2.29483900
0.18600001,2.29483900
0.18650001,2.11493300
0.18700001,2.33985400
0.18750001,2.29483900
0.18800001,2.29483900
0.18850001,2.20496200
0.18900001,2.15994700
0.18950001,2.33985400
0.19000001,2.29483900
0.19050001,2.29483900
0.19100001,2.11493300
0.19150001,2.15994700
0.19200001,2.29483900
0.19250001,2.20496200
0.19300001,2.15994700
0.19350001,2.06991800
0.19400001,2.20496200
0.19450001,2.33985400
0.19500001,2.20496200
0.19550001,2.11493300
0.19600001,2.11493300
0.19650001,2.33985400
0.19700001,2.29483900
0.19750001,2.24982500
0.19800001,2.11493300
0.19850001,2.20496200
0.19900001,2.33985400
0.19950001,2.29483900
0.20000001,2.24982500
0.20050001,2.11493300
0.20100001,2.15994700
0.20150001,2.29483900
0.20200001,2.24982500
0.20250001,2.20496200
0.20300001,2.11493300
0.20350001,2.24982500
0.20400001,2.29483900
0.20450001,2.29483900
0.20500001,2.06991800
0.20550001,2.15994700
0.20600001,2.33985400
0.20650001,2.29483900
0.20700001,2.29483900
0.20750001,2.11493300
0.20800001,2.20496200
0.20850001,2.33985400
0.20900001,2.29483900
0.20950001,2.29483900
0.21000001,2.06991800
0.21050001,2.24982500
0.21100001,2.29483900
0.21150001,2.29483900
0.21200001,2.15994700
0.21250001,2.02490300
0.21300001,2.29483900
0.21350001,2.29483900
0.21400001,2.29483900
0.21450001,2.20496200
0.21500001,2.11493300
0.21550001,2.33985400
0.21600001,2.29483900
0.21650001,2.29483900
0.21700001,2.15994700
0.21750001,2.29483900
0.21800001,2.33985400
0.21850001,2.29483900
0.21900001,2.24982500
0.21950001,2.11493300
0.22000001,2.20496200
0.22050001,2.29483900
0.22100001,2.24982500
0.22150001,2.29483900
0.22200001,2.15994700
0.22250001,2.29483900
0.22300001,2.29483900
0.22350001,2.24982500
0.22400001,2.11493300
0.22450001,2.20496200
0.22500001,2.29483900
0.22550001,2.29483900
0.22600001,2.29483900
0.22650001,2.11493300
0.22700001,2.24982500
0.22750001,2.33985400
0.22800001,2.29483900
0.22850001,2.15994700
0.22900001,2.06991800
0.22950001,2.20496200
0.23000001,2.24982500
0.23050001,2.15994700
0.23100001,2.11493300
0.23150001,2.11493300
0.23200001,2.29483900
0.23250001,2.20496200
0.23300001,2.15994700
0.23350001,2.02490300
0.23400001,2.15994700
0.23450001,2.20496200
0.23500001,2.20496200
0.23550001,2.11493300
0.23600001,2.02490300
0.23650001,2.24982500
0.23700001,2.29483900
0.23750001,2.15994700
0.23800001,2.20496200
0.23850001,2.11493300
0.23900001,2.29483900
0.23950001,2.20496200
0.24000001,2.20496200
0.24050001,2.15994700
0.24100001,2.20496200
0.24150001,2.33985400
0.24200001,2.29483900
0.24250001,2.20496200
0.24300001,2.02490300
0.24350001,2.20496200
0.24400001,2.29483900
0.24450001,2.20496200
0.24500001,2.20496200
0.24550001,2.02490300
0.24600001,2.20496200
0.24650001,2.20496200
0.24700001,2.20496200
0.24750001,1.97988800
0.24800001,1.97988800
0.24850001,2.15994700
0.24900001,2.11493300
0.24950001,2.11493300
0.25000001,1.97988800
0.25050001,2.15994700
0.25100001,2.24982500
0.25150001,2.20496200
0.25200001,2.11493300
0.25250001,2.06991800
0.25300001,2.24982500
0.25350001,2.24982500
0.25400001,2.20496200
0.25450001,2.11493300
0.25500001,2.11493300
0.25550001,2.29483900
0.25600001,2.29483900
0.25650001,2.24982500
0.25700001,2.11493300
0.25750001,2.15994700
0.25800001,2.29483900
0.25850001,2.20496200
0.25900001,2.11493300
0.25950001,1.97988800
0.26000001,2.06991800
0.26050001,2.20496200
0.26100001,2.11493300
0.26150001,2.11493300
0.26200001,1.97988800
0.26250001,2.15994700
0.26300001,2.15994700
0.26350001,2.20496200
0.26400001,2.02490300
0.26450001,2.11493300
0.26500001,2.20496200
0.26550001,2.15994700
0.26600001,2.20496200
0.26650001,1.97988800
0.26700001,2.15994700
0.26750001,2.29483900
0.26800001,2.15994700
0.26850001,2.15994700
0.26900001,1.97988800
0.26950001,2.15994700
0.27000001,2.24982500
0.27050001,2.20496200
0.27100001,2.15994700
0.27150001,2.11493300
0.27200001,2.29483900
0.27250001,2.20496200
0.27300001,2.20496200
0.27350001,2.02490300
0.27400001,2.15994700
0.27450001,2.20496200
0.27500001,2.15994700
0.27550001,2.11493300
0.27600001,1.93487300
0.27650001,2.11493300
0.27700001,2.15994700
0.27750001,2.11493300
0.27800001,1.97988800
0.27850001,1.97988800
0.27900001,2.15994700
0.27950001,2.11493300
0.28000001,2.11493300
0.28050001,1.97988800
0.28100001,1.97988800
0.28150001,2.20496200
0.28200001,2.15994700
0.28250001,2.15994700
0.28300001,2.02490300
0.28350001,2.15994700
0.28400001,2.24982500
0.28450001,2.15994700
0.28500001,2.11493300
0.28550001,1.97988800
0.28600001,2.15994700
0.28650001,2.20496200
0.28700001,2.15994700
0.28750001,1.97988800
0.28800001,1.93487300
0.28850001,2.15994700
0.28900001,2.11493300
0.28950001,2.06991800
0.29000001,1.88985900
0.29050001,1.93487300
0.29100001,2.11493300
0.29150001,2.11493300
0.29200001,2.06991800
0.29250001,1.93487300
0.29300001,1.97988800
0.29350001,2.15994700
0.29400001,2.11493300
0.29450001,2.11493300
0.29500001,1.97988800
0.29550001,2.06991800
0.29600001,2.15994700
0.29650001,2.15994700
0.29700001,2.02490300
0.29750001,2.02490300
0.29800001,2.15994700
0.29850001,2.15994700
0.29900001,2.11493300
0.29950001,2.02490300
0.30000001,2.11493300
0.30050001,2.20496200
0.30100001,2.15994700
0.30150001,2.11493300
0.30200001,1.97988800
0.30250001,2.15994700
0.30300001,2.15994700
0.30350001,2.11493300
0.30400001,2.02490300
0.30450001,2.02490300
0.30500001,2.06991800
0.30550001,2.11493300
0.30600001,2.06991800
0.30650001,1.97988800
0.30700001,1.97988800
0.30750001,2.06991800
0.30800001,2.02490300
0.30850001,1.97988800
0.30900001,1.93487300
0.30950001,2.06991800
0.31000001,2.15994700
0.31050001,2.11493300
0.31100001,2.11493300
0.31150001,1.97988800
0.31200001,2.15994700
0.31250001,2.20496200
0.31300001,2.15994700
0.31350001,2.11493300
0.31400001,2.02490300
0.31450001,2.24982500
0.31500001,2.20496200
0.31550001,2.20496200
0.31600002,2.02490300
0.31650002,2.02490300
0.31700002,2.11493300
0.31750002,2.11493300
0.31800002,2.02490300
0.31850002,1.93487300
0.31900002,2.06991800
0.31950002,2.11493300
0.32000002,2.02490300
0.32050002,1.84484400
0.32100002,1.93487300
0.32150002,2.06991800
0.32200002,2.06991800
0.32250002,2.11493300
0.32300002,1.93487300
0.32350002,2.02490300
0.32400002,2.15994700
0.32450002,2.15994700
0.32500002,2.11493300
0.32550002,1.97988800
0.32600002,1.97988800
0.32650002,2.11493300
0.32700002,2.15994700
0.32750002,2.06991800
0.32800002,1.93487300
0.32850002,2.11493300
0.32900002,2.15994700
0.32950002,2.11493300
0.33000002,2.02490300
0.33050002,1.97988800
0.33100002,2.15994700
0.33150002,2.15994700
0.33200002,2.11493300
0.33250002,1.97988800
0.33300002,1.93487300
0.33350002,2.11493300
0.33400002,2.02490300
0.33450002,1.97988800
0.33500002,1.79998200
0.33550002,1.93487300
0.33600002,1.97988800
0.33650002,1.93487300
0.33700002,1.84484400
0.33750002,1.75496700
0.33800002,1.84484400
0.33850002,1.93487300
0.33900002,1.84484400
0.33950002,1.79998200
0.34000002,1.75496700
0.34050002,1.88985900
0.34100002,1.97988800
0.34150002,1.88985900
0.34200002,1.84484400
0.34250002,1.88985900
0.34300002,1.97988800
0.34350002,1.97988800
0.34400002,1.93487300
0.34450002,1.79998200
0.34500002,1.84484400
0.34550002,2.02490300
0.34600002,1.97988800
0.34650002,1.97988800
0.34700002,1.79998200
0.34750002,1.79998200
0.34800002,1.88985900
0.34850002,1.84484400
0.34900002,1.79998200
0.34950002,1.70995200
0.35000002,1.84484400
0.35050002,1.88985900
0.35100002,1.88985900
0.35150002,1.84484400
0.35200002,1.75496700
0.35250002,1.88985900
0.35300002,1.88985900
0.35350002,1.84484400
0.35400002,1.79998200
0.35450002,1.75496700
0.35500002,1.93487300
0.35550002,1.93487300
0.35600002,1.88985900
0.35650002,1.75496700
0.35700002,1.79998200
0.35750002,1.88985900
0.35800002,1.84484400
0.35850002,1.79998200
0.35900002,1.75496700
0.35950002,1.88985900
0.36000002,1.93487300
0.36050002,1.93487300
0.36100002,1.93487300
0.36150002,1.79998200
0.36200002,1.88985900
0.36250002,1.97988800
0.36300002,1.93487300
0.36350002,1.93487300
0.36400002,1.79998200
0.36450002,1.88985900
0.36500002,1.97988800
0.36550002,1.84484400
0.36600002,1.75496700
0.36650002,1.70995200
0.36700002,1.79998200
0.36750002,1.79998200
0.36800002,1.79998200
0.36850002,1.66493700
0.36900002,1.70995200
0.36950002,1.84484400
0.37000002,1.79998200
0.37050002,1.79998200
0.37100002,1.75496700
0.37150002,1.79998200
0.37200002,1.88985900
0.37250002,1.84484400
0.37300002,1.88985900
0.37350002,1.79998200
0.37400002,1.79998200
0.37450002,1.97988800
0.37500002,1.88985900
0.37550002,1.79998200
0.37600002,1.75496700
0.37650002,1.79998200
0.37700002,1.97988800
0.37750002,1.88985900
0.37800002,1.84484400
0.37850002,1.75496700
0.37900002,1.88985900
0.37950002,1.93487300
0.38000002,1.84484400
0.38050002,1.79998200
0.38100002,1.75496700
0.38150002,1.93487300
0.38200002,1.84484400
0.38250002,1.84484400
0.38300002,1.75496700
0.38350002,1.75496700
0.38400002,1.84484400
0.38450002,1.79998200
0.38500002,1.79998200
0.38550002,1.66493700
0.38600002,1.66493700
0.38650002,1.79998200
0.38700002,1.79998200
0.38750002,1.79998200
0.38800002,1.61992300
0.38850002,1.66493700
0.38900002,1.79998200
0.38950002,1.75496700
0.39000002,1.70995200
0.39050002,1.61992300
0.39100002,1.75496700
0.39150002,1.84484400
0.39200002,1.79998200
0.39250002,1.75496700
0.39300002,1.66493700
0.39350002,1.79998200
0.39400002,1.84484400
0.39450002,1.79998200
0.39500002,1.70995200
0.39550002,1.66493700
0.39600002,1.79998200
0.39650002,1.79998200
0.39700002,1.70995200
0.39750002,1.61992300
0.39800002,1.66493700
0.39850002,1.70995200
0.39900002,1.66493700
0.39950002,1.61992300
0.40000002,1.48487800
0.40050002,1.57490800
0.40100002,1.66493700
0.40150002,1.66493700
0.40200002,1.66493700
0.40250002,1.57490800
0.40300002,1.61992300
0.40350002,1.70995200
0.40400002,1.70995200
0.40450002,1.66493700
0.40500002,1.57490800
0.40550002,1.61992300
0.40600002,1.75496700
0.40650002,1.75496700
0.40700002,1.70995200
0.40750002,1.57490800
0.40800002,1.61992300
0.40850002,1.75496700
0.40900002,1.70995200
0.40950002,1.70995200
0.41000002,1.57490800
0.41050002,1.66493700
0.41100002,1.79998200
0.41150002,1.70995200
0.41200002,1.70995200
0.41250002,1.57490800
0.41300002,1.75496700
0.41350002,1.75496700
0.41400002,1.66493700
0.41450002,1.66493700
0.41500002,1.52989300
0.41550002,1.61992300
0.41600002,1.70995200
0.41650002,1.61992300
0.41700002,1.61992300
0.41750002,1.52989300
0.41800002,1.61992300
0.41850002,1.66493700
0.41900002,1.61992300
0.41950002,1.61992300
0.42000002,1.52989300
0.42050002,1.66493700
0.42100002,1.70995200
0.42150002,1.66493700
0.42200002,1.66493700
0.42250002,1.57490800
0.42300002,1.75496700
0.42350002,1.75496700
0.42400002,1.75496700
0.42450002,1.61992300
0.42500002,1.61992300
0.42550002,1.70995200
0.42600002,1.75496700
0.42650002,1.70995200
0.42700002,1.57490800
0.42750002,1.61992300
0.42800002,1.70995200
0.42850002,1.66493700
0.42900002,1.61992300
0.42950002,1.52989300
0.43000002,1.57490800
0.43050002,1.70995200
0.43100002,1.61992300
0.43150002,1.61992300
0.43200002,1.52989300
0.43250002,1.52989300
0.43300002,1.66493700
0.43350002,1.61992300
0.43400002,1.66493700
0.43450002,1.52989300
0.43500002,1.57490800
0.43550002,1.70995200
0.43600002,1.66493700
0.43650002,1.61992300
0.43700002,1.52989300
0.43750002,1.70995200
0.43800002,1.75496700
0.43850002,1.70995200
0.43900002,1.66493700
0.43950002,1.61992300
0.44000002,1.66493700
0.44050002,1.75496700
0.44100002,1.75496700
0.44150002,1.66493700
0.44200002,1.57490800
0.44250002,1.66493700
0.44300002,1.75496700
0.44350002,1.66493700
0.44400002,1.61992300
0.44450002,1.48487800
0.44500002,1.61992300
0.44550002,1.66493700
0.44600002,1.61992300
0.44650002,1.57490800
0.44700002,1.48487800
0.44750002,1.61992300
0.44800002,1.70995200
0.44850002,1.66493700
0.44900002,1.52989300
0.44950002,1.52989300
0.45000002,1.66493700
0.45050002,1.61992300
0.45100002,1.61992300
0.45150002,1.57490800
0.45200002,1.57490800
0.45250002,1.66493700
0.45300002,1.66493700
0.45350002,1.61992300
0.45400002,1.52989300
0.45450002,1.61992300
0.45500002,1.66493700
0.45550002,1.61992300
0.45600002,1.66493700
0.45650002,1.48487800
0.45700002,1.57490800
0.45750002,1.66493700
0.45800002,1.61992300
0.45850002,1.61992300
0.45900002,1.52989300
0.45950002,1.57490800
0.46000002,1.66493700
0.46050002,1.61992300
0.46100002,1.61992300
0.46150002,1.48487800
0.46200002,1.52989300
0.46250002,1.66493700
0.46300002,1.61992300
0.46350002,1.57490800
0.46400002,1.48487800
0.46450002,1.57490800
0.46500002,1.66493700
0.46550002,1.61992300
0.46600002,1.61992300
0.46650002,1.48487800
0.46700002,1.61992300
0.46750002,1.66493700
0.46800002,1.61992300
0.46850002,1.61992300
0.46900002,1.48487800
0.46950002,1.61992300
0.47000002,1.66493700
0.47050002,1.61992300
0.47100002,1.57490800
0.47150002,1.48487800
0.47200002,1.57490800
0.47250002,1.61992300
0.47300002,1.61992300
0.47350002,1.57490800
0.47400002,1.48487800
0.47450002,1.61992300
0.47500002,1.66493700
0.47550002,1.61992300
0.47600002,1.61992300
0.47650002,1.61992300
0.47700002,1.66493700
0.47750002,1.66493700
0.47800002,1.66493700
0.47850002,1.57490800
0.47900002,1.52989300
0.47950002,1.61992300
0.48000002,1.66493700
0.48050002,1.61992300
0.48100002,1.57490800
0.48150002,1.43986300
0.48200002,1.61992300
0.48250002,1.66493700
0.48300002,1.61992300
0.48350002,1.48487800
0.48400002,1.48487800
0.48450002,1.61992300
0.48500002,1.66493700
0.48550002,1.61992300
0.48600002,1.57490800
0.48650002,1.52989300
0.48700002,1.66493700
0.48750002,1.66493700
0.48800002,1.61992300
0.48850002,1.61992300
0.48900002,1.52989300
0.48950002,1.61992300
0.49000002,1.61992300
0.49050002,1.61992300
0.49100002,1.52989300
0.49150002,1.52989300
0.49200002,1.61992300
0.49250002,1.61992300
0.49300002,1.61992300
0.49350002,1.57490800
0.49400002,1.48487800
0.49450002,1.66493700
0.49500002,1.61992300
0.49550002,1.61992300
0.49600002,1.61992300
0.49650002,1.57490800
0.49700002,1.66493700
0.49750002,1.66493700
0.49800002,1.61992300
0.49850002,1.57490800
0.49900002,1.57490800
0.49950002,1.66493700
0.50000002,1.61992300
0.50050002,1.61992300
0.50100002,1.61992300
0.50150002,1.52989300
0.50200002,1.61992300
0.50250002,1.66493700
0.50300002,1.61992300
0.50350002,1.52989300
0.50400002,1.57490800
0.50450002,1.61992300
0.50500002,1.61992300
0.50550002,1.61992300
0.50600002,1.57490800
0.50650002,1.61992300
0.50700002,1.66493700
0.50750002,1.66493700
0.50800002,1.61992300
0.50850002,1.57490800
0.50900002,1.66493700
0.50950002,1.75496700
0.51000002,1.66493700
0.51050002,1.66493700
0.51100002,1.57490800
0.51150002,1.61992300
0.51200002,1.75496700
0.51250002,1.66493700
0.51300002,1.66493700
0.51350002,1.57490800
0.51400002,1.66493700
0.51450002,1.70995200
0.51500002,1.61992300
0.51550002,1.61992300
0.51600002,1.57490800
0.51650002,1.66493700
0.51700002,1.75496700
0.51750002,1.75496700
0.51800002,1.66493700
0.51850002,1.57490800
0.51900002,1.70995200
0.51950002,1.75496700
0.52000002,1.66493700
0.52050002,1.57490800
0.52100002,1.52989300
0.52150002,1.70995200
0.52200002,1.66493700
0.52250002,1.61992300
0.52300002,1.57490800
0.52350002,1.52989300
0.52400002,1.66493700
0.52450002,1.66493700
0.52500002,1.66493700
0.52550002,1.61992300
0.52600002,1.61992300
0.52650003,1.75496700
0.52700003,1.75496700
0.52750003,1.79998200
0.52800003,1.66493700
0.52850003,1.61992300
0.52900003,1.79998200
0.52950003,1.75496700
0.53000003,1.75496700
0.53050003,1.61992300
0.53100003,1.61992300
0.53150003,1.75496700
0.53200003,1.70995200
0.53250003,1.66493700
0.53300003,1.57490800
0.53350003,1.57490800
0.53400003,1.66493700
0.53450003,1.61992300
0.53500003,1.66493700
0.53550003,1.61992300
0.53600003,1.61992300
0.53650003,1.75496700
0.53700003,1.66493700
0.53750003,1.66493700
0.53800003,1.57490800
0.53850003,1.61992300
0.53900003,1.75496700
0.53950003,1.75496700
0.54000003,1.70995200
0.54050003,1.61992300
0.54100003,1.66493700
0.54150003,1.75496700
0.54200003,1.75496700
0.54250003,1.70995200
0.54300003,1.57490800
0.54350003,1.75496700
0.54400003,1.79998200
0.54450003,1.75496700
0.54500003,1.70995200
0.54550003,1.61992300
0.54600003,1.70995200
0.54650003,1.75496700
0.54700003,1.70995200
0.54750003,1.66493700
0.54800003,1.61992300
0.54850003,1.66493700
0.54900003,1.75496700
0.54950003,1.70995200
0.55000003,1.66493700
0.55050003,1.57490800
0.55100003,1.66493700
0.55150003,1.70995200
0.55200003,1.66493700
0.55250003,1.57490800
0.55300003,1.52989300
0.55350003,1.66493700
0.55400003,1.66493700
0.55450003,1.66493700
0.55500003,1.61992300
0.55550003,1.61992300
0.55600003,1.75496700
0.55650003,1.75496700
0.55700003,1.75496700
0.55750003,1.75496700
0.55800003,1.75496700
0.55850003,1.93487300
0.55900003,1.97988800
0.55950003,1.93487300
0.56000003,1.79998200
0.56050003,1.79998200
0.56100003,1.93487300
0.56150003,1.84484400
0.56200003,1.84484400
0.56250003,1.66493700
0.56300003,1.66493700
0.56350003,1.84484400
0.56400003,1.75496700
0.56450003,1.75496700
0.56500003,1.61992300
0.56550003,1.75496700
0.56600003,1.84484400
0.56650003,1.84484400
0.56700003,1.79998200
0.56750003,1.79998200
0.56800003,1.97988800
0.56850003,2.02490300
0.56900003,1.97988800
0.56950003,1.97988800
0.57000003,1.93487300
0.57050003,2.06991800
0.57100003,1.97988800
0.57150003,1.97988800
0.57200003,1.84484400
0.57250003,1.84484400
0.57300003,2.02490300
0.57350003,2.02490300
0.57400003,2.02490300
0.57450003,1.79998200
0.57500003,1.97988800
0.57550003,2.02490300
0.57600003,2.02490300
0.57650003,2.02490300
0.57700003,1.93487300
0.57750003,2.06991800
0.57800003,2.11493300
0.57850003,2.02490300
0.57900003,1.97988800
0.57950003,1.93487300
0.58000003,1.97988800
0.58050003,1.93487300
0.58100003,1.84484400
0.58150003,1.75496700
