Time,Channel A,Channel B
(s),(mV),(mV)

11.15000053,202.73440000,102.24920000
11.15050053,184.71330000,102.24920000
11.15100053,207.23590000,100.46080000
11.15150053,184.71330000,102.24920000
11.15200053,207.23590000,104.03760000
11.15250053,220.75560000,104.03760000
11.15300053,234.26010000,104.03760000
11.15350053,234.26010000,104.03760000
11.15400053,238.76160000,104.03760000
11.15450053,256.78270000,107.62050000
11.15500053,265.80090000,107.62050000
11.15550053,229.75860000,105.82600000
11.15600053,220.75560000,105.82600000
11.15650053,225.25710000,104.03760000
11.15700053,229.75860000,105.82600000
11.15750053,216.23890000,105.82600000
11.15800053,202.73440000,104.03760000
11.15850053,184.71330000,100.46080000
11.15900053,193.71620000,102.24920000
11.15950053,193.71620000,100.46080000
11.16000053,193.71620000,104.03760000
11.16050053,189.21480000,100.46080000
11.16100053,211.73740000,102.24920000
11.16150053,234.26010000,102.24920000
11.16200053,238.76160000,102.24920000
11.16250053,270.30240000,104.03760000
11.16300053,270.30240000,105.82600000
11.16350053,265.80090000,104.03760000
11.16400053,297.32650000,107.62050000
11.16450053,283.80690000,104.03760000
11.16500053,274.80390000,105.82600000
11.16550053,247.77980000,104.03760000
11.16600053,270.30240000,105.82600000
11.16650053,247.77980000,104.03760000
11.16700053,238.76160000,104.03760000
11.16750053,220.75560000,104.03760000
11.16800053,207.23590000,102.24920000
11.16850053,184.71330000,102.24920000
11.16900053,184.71330000,102.24920000
11.16950053,166.69210000,102.24920000
11.17000053,175.71030000,100.46080000
11.17050053,180.21180000,100.46080000
11.17100053,193.71620000,102.24920000
11.17150053,216.23890000,102.24920000
11.17200053,220.75560000,102.24920000
11.17250053,247.77980000,104.03760000
11.17300053,256.78270000,104.03760000
11.17350053,238.76160000,104.03760000
11.17400053,252.28120000,105.82600000
11.17450053,247.77980000,105.82600000
11.17500053,270.30240000,107.62050000
11.17550053,270.30240000,105.82600000
11.17600053,247.77980000,104.03760000
11.17650053,247.77980000,105.82600000
11.17700053,243.27830000,104.03760000
11.17750053,247.77980000,104.03760000
11.17800053,220.75560000,102.24920000
11.17850053,202.73440000,102.24920000
11.17900053,225.25710000,102.24920000
11.17950053,198.23300000,100.46080000
11.18000053,216.23890000,100.46080000
11.18050053,229.75860000,102.24920000
11.18100053,229.75860000,102.24920000
11.18150053,247.77980000,102.24920000
11.18200053,261.28420000,104.03760000
11.18250053,238.76160000,104.03760000
11.18300053,274.80390000,104.03760000
11.18350053,270.30240000,105.82600000
11.18400053,292.82510000,105.82600000
11.18450053,279.30540000,105.82600000
11.18500053,279.30540000,107.62050000
11.18550053,256.78270000,105.82600000
11.18600053,243.27830000,105.82600000
11.18650053,270.30240000,104.03760000
11.18700053,238.76160000,104.03760000
11.18750053,234.26010000,104.03760000
11.18800053,229.75860000,100.46080000
11.18850053,216.23890000,102.24920000
11.18900053,211.73740000,100.46080000
11.18950053,220.75560000,100.46080000
11.19000053,229.75860000,100.46080000
11.19050053,238.76160000,100.46080000
11.19100053,247.77980000,100.46080000
11.19150053,270.30240000,100.46080000
11.19200053,270.30240000,102.24920000
11.19250053,247.77980000,102.24920000
11.19300053,283.80690000,104.03760000
11.19350053,292.82510000,104.03760000
11.19400053,292.82510000,107.62050000
11.19450053,301.82800000,107.62050000
11.19500053,274.80390000,107.62050000
11.19550053,274.80390000,105.82600000
11.19600053,247.77980000,104.03760000
11.19650053,274.80390000,104.03760000
11.19700053,270.30240000,104.03760000
11.19750053,238.76160000,104.03760000
11.19800053,238.76160000,102.24920000
11.19850053,216.23890000,100.46080000
11.19900053,225.25710000,102.24920000
11.19950053,202.73440000,100.46080000
11.20000053,238.76160000,102.24920000
11.20050053,216.23890000,102.24920000
11.20100053,229.75860000,100.46080000
11.20150053,252.28120000,102.24920000
11.20200053,261.28420000,102.24920000
11.20250053,265.80090000,102.24920000
11.20300053,270.30240000,105.82600000
11.20350053,274.80390000,105.82600000
11.20400053,252.28120000,105.82600000
11.20450053,306.34480000,105.82600000
11.20500053,288.32360000,104.03760000
11.20550053,283.80690000,109.40890000
11.20600053,274.80390000,104.03760000
11.20650053,252.28120000,105.82600000
11.20700053,265.80090000,104.03760000
11.20750053,265.80090000,104.03760000
11.20800053,261.28420000,102.24920000
11.20850053,256.78270000,102.24920000
11.20900053,225.25710000,100.46080000
11.20950053,247.77980000,100.46080000
11.21000053,216.23890000,100.46080000
11.21050053,238.76160000,102.24920000
11.21100053,238.76160000,100.46080000
11.21150053,256.78270000,102.24920000
11.21200053,256.78270000,100.46080000
11.21250053,270.30240000,102.24920000
11.21300053,265.80090000,104.03760000
11.21350053,292.82510000,104.03760000
11.21400053,274.80390000,104.03760000
11.21450053,292.82510000,107.62050000
11.21500053,274.80390000,105.82600000
11.21550053,283.80690000,107.62050000
11.21600053,270.30240000,104.03760000
11.21650053,256.78270000,107.62050000
11.21700053,243.27830000,105.82600000
11.21750053,238.76160000,104.03760000
11.21800053,252.28120000,102.24920000
11.21850053,243.27830000,102.24920000
11.21900053,243.27830000,102.24920000
11.21950053,252.28120000,100.46080000
11.22000053,229.75860000,100.46080000
11.22050053,243.27830000,100.46080000
11.22100053,261.28420000,102.24920000
11.22150053,238.76160000,100.46080000
11.22200053,238.76160000,102.24920000
11.22250053,252.28120000,104.03760000
11.22300053,252.28120000,104.03760000
11.22350053,283.80690000,107.62050000
11.22400053,256.78270000,104.03760000
11.22450053,252.28120000,105.82600000
11.22500053,292.82510000,105.82600000
11.22550053,288.32360000,105.82600000
11.22600053,288.32360000,105.82600000
11.22650053,261.28420000,104.03760000
11.22700053,261.28420000,102.24920000
11.22750053,265.80090000,104.03760000
11.22800053,252.28120000,100.46080000
11.22850053,252.28120000,100.46080000
11.22900053,274.80390000,102.24920000
11.22950053,270.30240000,98.66634000
11.23000053,256.78270000,100.46080000
11.23050053,247.77980000,100.46080000
11.23100053,234.26010000,102.24920000
11.23150053,247.77980000,100.46080000
11.23200053,274.80390000,104.03760000
11.23250053,270.30240000,104.03760000
11.23300053,301.82800000,102.24920000
11.23350053,306.34480000,105.82600000
11.23400053,301.82800000,105.82600000
11.23450053,292.82510000,105.82600000
11.23500053,292.82510000,107.62050000
11.23550053,306.34480000,104.03760000
11.23600053,274.80390000,104.03760000
11.23650053,292.82510000,105.82600000
11.23700053,288.32360000,104.03760000
11.23750053,252.28120000,102.24920000
11.23800053,279.30540000,102.24920000
11.23850053,265.80090000,102.24920000
11.23900053,234.26010000,100.46080000
11.23950053,274.80390000,102.24920000
11.24000053,234.26010000,100.46080000
11.24050053,270.30240000,100.46080000
11.24100053,283.80690000,100.46080000
11.24150053,247.77980000,100.46080000
11.24200053,274.80390000,104.03760000
11.24250053,252.28120000,102.24920000
11.24300053,279.30540000,104.03760000
11.24350053,301.82800000,105.82600000
11.24400053,274.80390000,105.82600000
11.24450053,256.78270000,104.03760000
11.24500053,274.80390000,109.40890000
11.24550053,265.80090000,104.03760000
11.24600053,297.32650000,105.82600000
11.24650053,288.32360000,107.62050000
11.24700053,256.78270000,102.24920000
11.24750053,279.30540000,105.82600000
11.24800053,274.80390000,102.24920000
11.24850053,270.30240000,100.46080000
11.24900053,270.30240000,98.66634000
11.24950053,270.30240000,100.46080000
11.25000053,261.28420000,100.46080000
11.25050053,247.77980000,100.46080000
11.25100053,265.80090000,100.46080000
11.25150053,256.78270000,102.24920000
11.25200053,279.30540000,100.46080000
11.25250053,297.32650000,102.24920000
11.25300053,301.82800000,104.03760000
11.25350053,292.82510000,104.03760000
11.25400053,288.32360000,104.03760000
11.25450053,283.80690000,107.62050000
11.25500053,301.82800000,105.82600000
11.25550053,252.28120000,104.03760000
11.25600053,292.82510000,105.82600000
11.25650053,270.30240000,105.82600000
11.25700053,283.80690000,102.24920000
11.25750053,252.28120000,102.24920000
11.25800053,292.82510000,102.24920000
11.25850053,288.32360000,100.46080000
11.25900053,238.76160000,102.24920000
11.25950053,252.28120000,102.24920000
11.26000053,270.30240000,102.24920000
11.26050053,279.30540000,100.46080000
11.26100053,265.80090000,100.46080000
11.26150053,283.80690000,100.46080000
11.26200053,283.80690000,102.24920000
11.26250053,288.32360000,104.03760000
11.26300053,274.80390000,104.03760000
11.26350053,297.32650000,107.62050000
11.26400054,283.80690000,104.03760000
11.26450054,292.82510000,105.82600000
11.26500054,306.34480000,105.82600000
11.26550054,301.82800000,105.82600000
11.26600054,292.82510000,104.03760000
11.26650054,301.82800000,104.03760000
11.26700054,288.32360000,104.03760000
11.26750054,288.32360000,104.03760000
11.26800054,283.80690000,104.03760000
11.26850054,270.30240000,102.24920000
11.26900054,270.30240000,104.03760000
11.26950054,270.30240000,102.24920000
11.27000054,274.80390000,100.46080000
11.27050054,292.82510000,98.66634000
11.27100054,261.28420000,100.46080000
11.27150054,292.82510000,102.24920000
11.27200054,252.28120000,102.24920000
11.27250054,279.30540000,104.03760000
11.27300054,288.32360000,104.03760000
11.27350054,297.32650000,104.03760000
11.27400054,288.32360000,107.62050000
11.27450054,292.82510000,107.62050000
11.27500054,270.30240000,105.82600000
